"week_date","ageGroup6","counts","year","month","yearMonth","vacc","ageGroup3"
2017-07-03,"45-64",1,2017,7,2017-07-01,"PCV13","2-64"
2017-07-03,"65+",2,2017,7,2017-07-01,"PCV13","65+"
2017-07-10,"15-44",1,2017,7,2017-07-01,"PCV13","2-64"
2017-07-10,"45-64",1,2017,7,2017-07-01,"PCV13","2-64"
2017-07-17,"45-64",1,2017,7,2017-07-01,"PCV13","2-64"
2017-07-31,"15-44",1,2017,7,2017-07-01,"PCV13","2-64"
2017-08-07,"15-44",1,2017,8,2017-08-01,"PCV13","2-64"
2017-08-07,"45-64",1,2017,8,2017-08-01,"PCV13","2-64"
2017-08-07,"65+",2,2017,8,2017-08-01,"PCV13","65+"
2017-08-14,"15-44",1,2017,8,2017-08-01,"PCV13","2-64"
2017-08-14,"65+",2,2017,8,2017-08-01,"PCV13","65+"
2017-08-21,"65+",1,2017,8,2017-08-01,"PCV13","65+"
2017-08-21,"<2",1,2017,8,2017-08-01,"PCV13","<2"
2017-08-28,"15-44",1,2017,8,2017-08-01,"PCV13","2-64"
2017-08-28,"45-64",1,2017,8,2017-08-01,"PCV13","2-64"
2017-08-28,"65+",5,2017,8,2017-08-01,"PCV13","65+"
2017-09-11,"15-44",2,2017,9,2017-09-01,"PCV13","2-64"
2017-09-11,"45-64",1,2017,9,2017-09-01,"PCV13","2-64"
2017-09-11,"65+",2,2017,9,2017-09-01,"PCV13","65+"
2017-09-18,"45-64",1,2017,9,2017-09-01,"PCV13","2-64"
2017-09-18,"65+",1,2017,9,2017-09-01,"PCV13","65+"
2017-09-25,"15-44",1,2017,9,2017-09-01,"PCV13","2-64"
2017-09-25,"45-64",2,2017,9,2017-09-01,"PCV13","2-64"
2017-09-25,"65+",4,2017,9,2017-09-01,"PCV13","65+"
2017-09-25,"<2",2,2017,9,2017-09-01,"PCV13","<2"
2017-10-02,"15-44",2,2017,10,2017-10-01,"PCV13","2-64"
2017-10-02,"65+",5,2017,10,2017-10-01,"PCV13","65+"
2017-10-02,"<2",1,2017,10,2017-10-01,"PCV13","<2"
2017-10-09,"15-44",5,2017,10,2017-10-01,"PCV13","2-64"
2017-10-09,"2-4",2,2017,10,2017-10-01,"PCV13","2-64"
2017-10-09,"45-64",2,2017,10,2017-10-01,"PCV13","2-64"
2017-10-09,"5-14",1,2017,10,2017-10-01,"PCV13","2-64"
2017-10-09,"65+",2,2017,10,2017-10-01,"PCV13","65+"
2017-10-09,"<2",1,2017,10,2017-10-01,"PCV13","<2"
2017-10-16,"15-44",1,2017,10,2017-10-01,"PCV13","2-64"
2017-10-16,"45-64",5,2017,10,2017-10-01,"PCV13","2-64"
2017-10-16,"65+",2,2017,10,2017-10-01,"PCV13","65+"
2017-10-23,"15-44",2,2017,10,2017-10-01,"PCV13","2-64"
2017-10-23,"45-64",3,2017,10,2017-10-01,"PCV13","2-64"
2017-10-23,"65+",4,2017,10,2017-10-01,"PCV13","65+"
2017-10-30,"15-44",3,2017,10,2017-10-01,"PCV13","2-64"
2017-10-30,"45-64",5,2017,10,2017-10-01,"PCV13","2-64"
2017-10-30,"65+",1,2017,10,2017-10-01,"PCV13","65+"
2017-11-06,"15-44",5,2017,11,2017-11-01,"PCV13","2-64"
2017-11-06,"45-64",1,2017,11,2017-11-01,"PCV13","2-64"
2017-11-06,"65+",4,2017,11,2017-11-01,"PCV13","65+"
2017-11-06,"<2",1,2017,11,2017-11-01,"PCV13","<2"
2017-11-13,"15-44",3,2017,11,2017-11-01,"PCV13","2-64"
2017-11-13,"2-4",1,2017,11,2017-11-01,"PCV13","2-64"
2017-11-13,"45-64",6,2017,11,2017-11-01,"PCV13","2-64"
2017-11-13,"65+",6,2017,11,2017-11-01,"PCV13","65+"
2017-11-20,"45-64",6,2017,11,2017-11-01,"PCV13","2-64"
2017-11-20,"65+",9,2017,11,2017-11-01,"PCV13","65+"
2017-11-27,"15-44",5,2017,11,2017-11-01,"PCV13","2-64"
2017-11-27,"45-64",4,2017,11,2017-11-01,"PCV13","2-64"
2017-11-27,"65+",5,2017,11,2017-11-01,"PCV13","65+"
2017-11-27,"<2",1,2017,11,2017-11-01,"PCV13","<2"
2017-12-04,"15-44",8,2017,12,2017-12-01,"PCV13","2-64"
2017-12-04,"45-64",2,2017,12,2017-12-01,"PCV13","2-64"
2017-12-04,"65+",5,2017,12,2017-12-01,"PCV13","65+"
2017-12-11,"15-44",3,2017,12,2017-12-01,"PCV13","2-64"
2017-12-11,"45-64",2,2017,12,2017-12-01,"PCV13","2-64"
2017-12-11,"65+",10,2017,12,2017-12-01,"PCV13","65+"
2017-12-18,"15-44",3,2017,12,2017-12-01,"PCV13","2-64"
2017-12-18,"45-64",3,2017,12,2017-12-01,"PCV13","2-64"
2017-12-18,"5-14",1,2017,12,2017-12-01,"PCV13","2-64"
2017-12-18,"65+",9,2017,12,2017-12-01,"PCV13","65+"
2017-12-25,"15-44",7,2017,12,2017-12-01,"PCV13","2-64"
2017-12-25,"45-64",15,2017,12,2017-12-01,"PCV13","2-64"
2017-12-25,"65+",13,2017,12,2017-12-01,"PCV13","65+"
2018-01-01,"15-44",7,2018,1,2018-01-01,"PCV13","2-64"
2018-01-01,"45-64",11,2018,1,2018-01-01,"PCV13","2-64"
2018-01-01,"65+",17,2018,1,2018-01-01,"PCV13","65+"
2018-01-01,"<2",2,2018,1,2018-01-01,"PCV13","<2"
2018-01-08,"15-44",4,2018,1,2018-01-01,"PCV13","2-64"
2018-01-08,"45-64",5,2018,1,2018-01-01,"PCV13","2-64"
2018-01-08,"65+",9,2018,1,2018-01-01,"PCV13","65+"
2018-01-15,"45-64",1,2018,1,2018-01-01,"PCV13","2-64"
2018-01-15,"65+",1,2018,1,2018-01-01,"PCV13","65+"
2018-01-22,"45-64",2,2018,1,2018-01-01,"PCV13","2-64"
2018-01-22,"65+",3,2018,1,2018-01-01,"PCV13","65+"
2018-01-29,"15-44",3,2018,1,2018-01-01,"PCV13","2-64"
2018-01-29,"45-64",4,2018,1,2018-01-01,"PCV13","2-64"
2018-01-29,"65+",6,2018,1,2018-01-01,"PCV13","65+"
2018-02-05,"15-44",4,2018,2,2018-02-01,"PCV13","2-64"
2018-02-05,"45-64",6,2018,2,2018-02-01,"PCV13","2-64"
2018-02-05,"5-14",1,2018,2,2018-02-01,"PCV13","2-64"
2018-02-05,"65+",7,2018,2,2018-02-01,"PCV13","65+"
2018-02-05,"<2",1,2018,2,2018-02-01,"PCV13","<2"
2018-02-12,"15-44",5,2018,2,2018-02-01,"PCV13","2-64"
2018-02-12,"45-64",2,2018,2,2018-02-01,"PCV13","2-64"
2018-02-12,"65+",3,2018,2,2018-02-01,"PCV13","65+"
2018-02-12,"<2",2,2018,2,2018-02-01,"PCV13","<2"
2018-02-19,"15-44",6,2018,2,2018-02-01,"PCV13","2-64"
2018-02-19,"45-64",7,2018,2,2018-02-01,"PCV13","2-64"
2018-02-19,"65+",7,2018,2,2018-02-01,"PCV13","65+"
2018-02-19,"<2",1,2018,2,2018-02-01,"PCV13","<2"
2018-02-26,"15-44",2,2018,2,2018-02-01,"PCV13","2-64"
2018-02-26,"45-64",1,2018,2,2018-02-01,"PCV13","2-64"
2018-02-26,"65+",5,2018,2,2018-02-01,"PCV13","65+"
2018-02-26,"<2",1,2018,2,2018-02-01,"PCV13","<2"
2018-03-05,"15-44",2,2018,3,2018-03-01,"PCV13","2-64"
2018-03-05,"45-64",5,2018,3,2018-03-01,"PCV13","2-64"
2018-03-05,"65+",7,2018,3,2018-03-01,"PCV13","65+"
2018-03-12,"15-44",2,2018,3,2018-03-01,"PCV13","2-64"
2018-03-12,"45-64",3,2018,3,2018-03-01,"PCV13","2-64"
2018-03-12,"5-14",1,2018,3,2018-03-01,"PCV13","2-64"
2018-03-12,"65+",3,2018,3,2018-03-01,"PCV13","65+"
2018-03-19,"15-44",3,2018,3,2018-03-01,"PCV13","2-64"
2018-03-19,"2-4",1,2018,3,2018-03-01,"PCV13","2-64"
2018-03-19,"45-64",7,2018,3,2018-03-01,"PCV13","2-64"
2018-03-19,"65+",3,2018,3,2018-03-01,"PCV13","65+"
2018-03-19,"<2",1,2018,3,2018-03-01,"PCV13","<2"
2018-03-26,"15-44",3,2018,3,2018-03-01,"PCV13","2-64"
2018-03-26,"2-4",1,2018,3,2018-03-01,"PCV13","2-64"
2018-03-26,"45-64",3,2018,3,2018-03-01,"PCV13","2-64"
2018-03-26,"5-14",1,2018,3,2018-03-01,"PCV13","2-64"
2018-03-26,"65+",7,2018,3,2018-03-01,"PCV13","65+"
2018-03-26,"<2",1,2018,3,2018-03-01,"PCV13","<2"
2018-04-02,"15-44",4,2018,4,2018-04-01,"PCV13","2-64"
2018-04-02,"45-64",9,2018,4,2018-04-01,"PCV13","2-64"
2018-04-02,"65+",10,2018,4,2018-04-01,"PCV13","65+"
2018-04-02,"<2",3,2018,4,2018-04-01,"PCV13","<2"
2018-04-09,"45-64",2,2018,4,2018-04-01,"PCV13","2-64"
2018-04-09,"65+",1,2018,4,2018-04-01,"PCV13","65+"
2018-04-09,"<2",1,2018,4,2018-04-01,"PCV13","<2"
2018-04-16,"15-44",4,2018,4,2018-04-01,"PCV13","2-64"
2018-04-16,"45-64",3,2018,4,2018-04-01,"PCV13","2-64"
2018-04-16,"65+",3,2018,4,2018-04-01,"PCV13","65+"
2018-04-23,"45-64",1,2018,4,2018-04-01,"PCV13","2-64"
2018-04-23,"65+",5,2018,4,2018-04-01,"PCV13","65+"
2018-04-23,"<2",1,2018,4,2018-04-01,"PCV13","<2"
2018-04-30,"15-44",3,2018,4,2018-04-01,"PCV13","2-64"
2018-04-30,"45-64",2,2018,4,2018-04-01,"PCV13","2-64"
2018-04-30,"65+",3,2018,4,2018-04-01,"PCV13","65+"
2018-05-07,"15-44",1,2018,5,2018-05-01,"PCV13","2-64"
2018-05-07,"45-64",4,2018,5,2018-05-01,"PCV13","2-64"
2018-05-07,"5-14",1,2018,5,2018-05-01,"PCV13","2-64"
2018-05-07,"65+",2,2018,5,2018-05-01,"PCV13","65+"
2018-05-14,"15-44",5,2018,5,2018-05-01,"PCV13","2-64"
2018-05-14,"2-4",1,2018,5,2018-05-01,"PCV13","2-64"
2018-05-14,"45-64",2,2018,5,2018-05-01,"PCV13","2-64"
2018-05-14,"65+",3,2018,5,2018-05-01,"PCV13","65+"
2018-05-21,"15-44",5,2018,5,2018-05-01,"PCV13","2-64"
2018-05-21,"2-4",3,2018,5,2018-05-01,"PCV13","2-64"
2018-05-21,"45-64",4,2018,5,2018-05-01,"PCV13","2-64"
2018-05-21,"65+",3,2018,5,2018-05-01,"PCV13","65+"
2018-05-28,"15-44",2,2018,5,2018-05-01,"PCV13","2-64"
2018-05-28,"45-64",5,2018,5,2018-05-01,"PCV13","2-64"
2018-05-28,"65+",1,2018,5,2018-05-01,"PCV13","65+"
2018-06-04,"15-44",1,2018,6,2018-06-01,"PCV13","2-64"
2018-06-04,"45-64",5,2018,6,2018-06-01,"PCV13","2-64"
2018-06-04,"65+",2,2018,6,2018-06-01,"PCV13","65+"
2018-06-04,"<2",1,2018,6,2018-06-01,"PCV13","<2"
2018-06-11,"15-44",1,2018,6,2018-06-01,"PCV13","2-64"
2018-06-11,"45-64",5,2018,6,2018-06-01,"PCV13","2-64"
2018-06-11,"65+",1,2018,6,2018-06-01,"PCV13","65+"
2018-06-18,"45-64",3,2018,6,2018-06-01,"PCV13","2-64"
2018-06-18,"65+",4,2018,6,2018-06-01,"PCV13","65+"
2018-06-25,"15-44",1,2018,6,2018-06-01,"PCV13","2-64"
2018-06-25,"45-64",4,2018,6,2018-06-01,"PCV13","2-64"
2018-06-25,"65+",2,2018,6,2018-06-01,"PCV13","65+"
2018-07-02,"15-44",2,2018,7,2018-07-01,"PCV13","2-64"
2018-07-02,"45-64",2,2018,7,2018-07-01,"PCV13","2-64"
2018-07-02,"65+",1,2018,7,2018-07-01,"PCV13","65+"
2018-07-09,"15-44",1,2018,7,2018-07-01,"PCV13","2-64"
2018-07-09,"45-64",1,2018,7,2018-07-01,"PCV13","2-64"
2018-07-09,"65+",1,2018,7,2018-07-01,"PCV13","65+"
2018-07-16,"15-44",2,2018,7,2018-07-01,"PCV13","2-64"
2018-07-16,"45-64",3,2018,7,2018-07-01,"PCV13","2-64"
2018-07-16,"65+",1,2018,7,2018-07-01,"PCV13","65+"
2018-07-23,"15-44",1,2018,7,2018-07-01,"PCV13","2-64"
2018-07-23,"45-64",2,2018,7,2018-07-01,"PCV13","2-64"
2018-07-23,"<2",1,2018,7,2018-07-01,"PCV13","<2"
2018-07-30,"45-64",2,2018,7,2018-07-01,"PCV13","2-64"
2018-07-30,"<2",1,2018,7,2018-07-01,"PCV13","<2"
2018-08-06,"45-64",1,2018,8,2018-08-01,"PCV13","2-64"
2018-08-13,"15-44",1,2018,8,2018-08-01,"PCV13","2-64"
2018-08-13,"45-64",1,2018,8,2018-08-01,"PCV13","2-64"
2018-08-13,"65+",1,2018,8,2018-08-01,"PCV13","65+"
2018-08-20,"65+",1,2018,8,2018-08-01,"PCV13","65+"
2018-08-20,"<2",2,2018,8,2018-08-01,"PCV13","<2"
2018-08-27,"45-64",2,2018,8,2018-08-01,"PCV13","2-64"
2018-08-27,"65+",1,2018,8,2018-08-01,"PCV13","65+"
2018-09-03,"15-44",2,2018,9,2018-09-01,"PCV13","2-64"
2018-09-03,"45-64",1,2018,9,2018-09-01,"PCV13","2-64"
2018-09-03,"65+",1,2018,9,2018-09-01,"PCV13","65+"
2018-09-10,"15-44",2,2018,9,2018-09-01,"PCV13","2-64"
2018-09-10,"65+",1,2018,9,2018-09-01,"PCV13","65+"
2018-09-10,"<2",1,2018,9,2018-09-01,"PCV13","<2"
2018-09-17,"45-64",2,2018,9,2018-09-01,"PCV13","2-64"
2018-09-17,"65+",3,2018,9,2018-09-01,"PCV13","65+"
2018-09-24,"15-44",3,2018,9,2018-09-01,"PCV13","2-64"
2018-09-24,"2-4",1,2018,9,2018-09-01,"PCV13","2-64"
2018-09-24,"65+",1,2018,9,2018-09-01,"PCV13","65+"
2018-09-24,"<2",1,2018,9,2018-09-01,"PCV13","<2"
2018-10-01,"15-44",1,2018,10,2018-10-01,"PCV13","2-64"
2018-10-01,"45-64",4,2018,10,2018-10-01,"PCV13","2-64"
2018-10-01,"65+",3,2018,10,2018-10-01,"PCV13","65+"
2018-10-08,"15-44",1,2018,10,2018-10-01,"PCV13","2-64"
2018-10-08,"45-64",3,2018,10,2018-10-01,"PCV13","2-64"
2018-10-15,"15-44",2,2018,10,2018-10-01,"PCV13","2-64"
2018-10-15,"45-64",1,2018,10,2018-10-01,"PCV13","2-64"
2018-10-15,"65+",2,2018,10,2018-10-01,"PCV13","65+"
2018-10-22,"45-64",2,2018,10,2018-10-01,"PCV13","2-64"
2018-10-22,"65+",2,2018,10,2018-10-01,"PCV13","65+"
2018-10-29,"15-44",1,2018,10,2018-10-01,"PCV13","2-64"
2018-10-29,"45-64",4,2018,10,2018-10-01,"PCV13","2-64"
2018-10-29,"65+",3,2018,10,2018-10-01,"PCV13","65+"
2018-11-05,"15-44",4,2018,11,2018-11-01,"PCV13","2-64"
2018-11-05,"2-4",1,2018,11,2018-11-01,"PCV13","2-64"
2018-11-05,"45-64",2,2018,11,2018-11-01,"PCV13","2-64"
2018-11-05,"65+",7,2018,11,2018-11-01,"PCV13","65+"
2018-11-12,"45-64",2,2018,11,2018-11-01,"PCV13","2-64"
2018-11-12,"5-14",1,2018,11,2018-11-01,"PCV13","2-64"
2018-11-12,"65+",4,2018,11,2018-11-01,"PCV13","65+"
2018-11-12,"<2",1,2018,11,2018-11-01,"PCV13","<2"
2018-11-19,"15-44",2,2018,11,2018-11-01,"PCV13","2-64"
2018-11-19,"45-64",2,2018,11,2018-11-01,"PCV13","2-64"
2018-11-19,"65+",1,2018,11,2018-11-01,"PCV13","65+"
2018-11-19,"<2",3,2018,11,2018-11-01,"PCV13","<2"
2018-11-26,"15-44",1,2018,11,2018-11-01,"PCV13","2-64"
2018-11-26,"2-4",1,2018,11,2018-11-01,"PCV13","2-64"
2018-11-26,"45-64",2,2018,11,2018-11-01,"PCV13","2-64"
2018-11-26,"65+",3,2018,11,2018-11-01,"PCV13","65+"
2018-12-03,"15-44",2,2018,12,2018-12-01,"PCV13","2-64"
2018-12-03,"2-4",1,2018,12,2018-12-01,"PCV13","2-64"
2018-12-03,"65+",3,2018,12,2018-12-01,"PCV13","65+"
2018-12-10,"15-44",3,2018,12,2018-12-01,"PCV13","2-64"
2018-12-10,"45-64",3,2018,12,2018-12-01,"PCV13","2-64"
2018-12-10,"65+",7,2018,12,2018-12-01,"PCV13","65+"
2018-12-17,"45-64",10,2018,12,2018-12-01,"PCV13","2-64"
2018-12-17,"65+",8,2018,12,2018-12-01,"PCV13","65+"
2018-12-24,"15-44",5,2018,12,2018-12-01,"PCV13","2-64"
2018-12-24,"45-64",5,2018,12,2018-12-01,"PCV13","2-64"
