"Region","Age","year","PopSize","ageGroup2","ageGroup3","ageGroup5","ageGroup6","ageGroup7"
"North West",70,2004,56276,"adults","65+","65+","65+","65+"
"North West",70,2005,57805,"adults","65+","65+","65+","65+"
"North West",70,2006,59064,"adults","65+","65+","65+","65+"
"North West",70,2007,59472,"adults","65+","65+","65+","65+"
"North West",70,2008,60808,"adults","65+","65+","65+","65+"
"North West",70,2009,60622,"adults","65+","65+","65+","65+"
"North West",70,2010,60095,"adults","65+","65+","65+","65+"
"North West",70,2011,57612,"adults","65+","65+","65+","65+"
"North West",70,2012,60767,"adults","65+","65+","65+","65+"
"North West",70,2013,65788,"adults","65+","65+","65+","65+"
"North West",70,2014,68865,"adults","65+","65+","65+","65+"
"North West",70,2015,67102,"adults","65+","65+","65+","65+"
"North West",70,2016,68368,"adults","65+","65+","65+","65+"
"North West",70,2017,90525,"adults","65+","65+","65+","65+"
"North West",70,2018,82544,"adults","65+","65+","65+","65+"
"North West",70,2019,76732,"adults","65+","65+","65+","65+"
"North West",70,2020,74104,"adults","65+","65+","65+","65+"
"North West",70,2021,72305,"adults","65+","65+","65+","65+"
"North West",70,2022,70449,"adults","65+","65+","65+","65+"
"North West",70,2023,72262,"adults","65+","65+","65+","65+"
"North West",70,2024,72262,"adults","65+","65+","65+","65+"
"North West",71,2001,57220,"adults","65+","65+","65+","65+"
"North West",71,2002,56855,"adults","65+","65+","65+","65+"
"North West",71,2003,56277,"adults","65+","65+","65+","65+"
"North West",71,2004,54718,"adults","65+","65+","65+","65+"
"North West",71,2005,54845,"adults","65+","65+","65+","65+"
"North West",71,2006,56307,"adults","65+","65+","65+","65+"
"North West",71,2007,57631,"adults","65+","65+","65+","65+"
"North West",71,2008,58028,"adults","65+","65+","65+","65+"
"North West",71,2009,59451,"adults","65+","65+","65+","65+"
"North West",71,2010,59341,"adults","65+","65+","65+","65+"
"North West",71,2011,58829,"adults","65+","65+","65+","65+"
"North West",71,2012,56400,"adults","65+","65+","65+","65+"
"North West",71,2013,59548,"adults","65+","65+","65+","65+"
"North West",71,2014,64539,"adults","65+","65+","65+","65+"
"North West",71,2015,67515,"adults","65+","65+","65+","65+"
"North West",71,2016,65832,"adults","65+","65+","65+","65+"
"North West",71,2017,67187,"adults","65+","65+","65+","65+"
"North West",71,2018,88976,"adults","65+","65+","65+","65+"
"North West",71,2019,81069,"adults","65+","65+","65+","65+"
"North West",71,2020,75146,"adults","65+","65+","65+","65+"
"North West",71,2021,72688,"adults","65+","65+","65+","65+"
"North West",71,2022,71004,"adults","65+","65+","65+","65+"
"North West",71,2023,69158,"adults","65+","65+","65+","65+"
"North West",71,2024,69158,"adults","65+","65+","65+","65+"
"North West",72,2001,54618,"adults","65+","65+","65+","65+"
"North West",72,2002,55459,"adults","65+","65+","65+","65+"
"North West",72,2003,55163,"adults","65+","65+","65+","65+"
"North West",72,2004,54588,"adults","65+","65+","65+","65+"
"North West",72,2005,53029,"adults","65+","65+","65+","65+"
"North West",72,2006,53293,"adults","65+","65+","65+","65+"
"North West",72,2007,54809,"adults","65+","65+","65+","65+"
"North West",72,2008,56171,"adults","65+","65+","65+","65+"
"North West",72,2009,56604,"adults","65+","65+","65+","65+"
"North West",72,2010,58069,"adults","65+","65+","65+","65+"
"North West",72,2011,57959,"adults","65+","65+","65+","65+"
"North West",72,2012,57471,"adults","65+","65+","65+","65+"
"North West",72,2013,55178,"adults","65+","65+","65+","65+"
"North West",72,2014,58279,"adults","65+","65+","65+","65+"
"North West",72,2015,63157,"adults","65+","65+","65+","65+"
"North West",72,2016,66187,"adults","65+","65+","65+","65+"
"North West",72,2017,64513,"adults","65+","65+","65+","65+"
"North West",72,2018,65856,"adults","65+","65+","65+","65+"
"North West",72,2019,87298,"adults","65+","65+","65+","65+"
"North West",72,2020,79201,"adults","65+","65+","65+","65+"
"North West",72,2021,73636,"adults","65+","65+","65+","65+"
"North West",72,2022,71291,"adults","65+","65+","65+","65+"
"North West",72,2023,69509,"adults","65+","65+","65+","65+"
"North West",72,2024,69509,"adults","65+","65+","65+","65+"
"North West",73,2001,52042,"adults","65+","65+","65+","65+"
"North West",73,2002,52723,"adults","65+","65+","65+","65+"
"North West",73,2003,53588,"adults","65+","65+","65+","65+"
"North West",73,2004,53355,"adults","65+","65+","65+","65+"
"North West",73,2005,52945,"adults","65+","65+","65+","65+"
"North West",73,2006,51345,"adults","65+","65+","65+","65+"
"North West",73,2007,51725,"adults","65+","65+","65+","65+"
"North West",73,2008,53252,"adults","65+","65+","65+","65+"
"North West",73,2009,54691,"adults","65+","65+","65+","65+"
"North West",73,2010,55089,"adults","65+","65+","65+","65+"
"North West",73,2011,56673,"adults","65+","65+","65+","65+"
"North West",73,2012,56577,"adults","65+","65+","65+","65+"
"North West",73,2013,56043,"adults","65+","65+","65+","65+"
"North West",73,2014,53865,"adults","65+","65+","65+","65+"
"North West",73,2015,56875,"adults","65+","65+","65+","65+"
"North West",73,2016,61688,"adults","65+","65+","65+","65+"
"North West",73,2017,64704,"adults","65+","65+","65+","65+"
"North West",73,2018,63161,"adults","65+","65+","65+","65+"
"North West",73,2019,64474,"adults","65+","65+","65+","65+"
"North West",73,2020,85227,"adults","65+","65+","65+","65+"
"North West",73,2021,77411,"adults","65+","65+","65+","65+"
"North West",73,2022,72093,"adults","65+","65+","65+","65+"
"North West",73,2023,69697,"adults","65+","65+","65+","65+"
"North West",73,2024,69697,"adults","65+","65+","65+","65+"
"North West",74,2001,51171,"adults","65+","65+","65+","65+"
"North West",74,2002,50116,"adults","65+","65+","65+","65+"
"North West",74,2003,50786,"adults","65+","65+","65+","65+"
"North West",74,2004,51642,"adults","65+","65+","65+","65+"
"North West",74,2005,51574,"adults","65+","65+","65+","65+"
"North West",74,2006,51080,"adults","65+","65+","65+","65+"
"North West",74,2007,49563,"adults","65+","65+","65+","65+"
"North West",74,2008,50145,"adults","65+","65+","65+","65+"
"North West",74,2009,51662,"adults","65+","65+","65+","65+"
"North West",74,2010,53087,"adults","65+","65+","65+","65+"
"North West",74,2011,53501,"adults","65+","65+","65+","65+"
"North West",74,2012,55191,"adults","65+","65+","65+","65+"
"North West",74,2013,55046,"adults","65+","65+","65+","65+"
"North West",74,2014,54683,"adults","65+","65+","65+","65+"
"North West",74,2015,52418,"adults","65+","65+","65+","65+"
"North West",74,2016,55437,"adults","65+","65+","65+","65+"
"North West",74,2017,60028,"adults","65+","65+","65+","65+"
"North West",74,2018,63142,"adults","65+","65+","65+","65+"
"North West",74,2019,61640,"adults","65+","65+","65+","65+"
"North West",74,2020,62795,"adults","65+","65+","65+","65+"
"North West",74,2021,83108,"adults","65+","65+","65+","65+"
"North West",74,2022,75520,"adults","65+","65+","65+","65+"
"North West",74,2023,70310,"adults","65+","65+","65+","65+"
"North West",74,2024,70310,"adults","65+","65+","65+","65+"
"North West",75,2001,49281,"adults","65+","65+","65+","65+"
"North West",75,2002,49007,"adults","65+","65+","65+","65+"
"North West",75,2003,48049,"adults","65+","65+","65+","65+"
"North West",75,2004,48700,"adults","65+","65+","65+","65+"
"North West",75,2005,49779,"adults","65+","65+","65+","65+"
"North West",75,2006,49698,"adults","65+","65+","65+","65+"
"North West",75,2007,49251,"adults","65+","65+","65+","65+"
"North West",75,2008,47827,"adults","65+","65+","65+","65+"
"North West",75,2009,48401,"adults","65+","65+","65+","65+"
"North West",75,2010,50044,"adults","65+","65+","65+","65+"
"North West",75,2011,51490,"adults","65+","65+","65+","65+"
"North West",75,2012,51844,"adults","65+","65+","65+","65+"
"North West",75,2013,53624,"adults","65+","65+","65+","65+"
"North West",75,2014,53491,"adults","65+","65+","65+","65+"
"North West",75,2015,53061,"adults","65+","65+","65+","65+"
"North West",75,2016,50932,"adults","65+","65+","65+","65+"
"North West",75,2017,53937,"adults","65+","65+","65+","65+"
"North West",75,2018,58301,"adults","65+","65+","65+","65+"
"North West",75,2019,61408,"adults","65+","65+","65+","65+"
"North West",75,2020,59833,"adults","65+","65+","65+","65+"
"North West",75,2021,60982,"adults","65+","65+","65+","65+"
"North West",75,2022,80906,"adults","65+","65+","65+","65+"
"North West",75,2023,73447,"adults","65+","65+","65+","65+"
"North West",75,2024,73447,"adults","65+","65+","65+","65+"
"North West",76,2001,46400,"adults","65+","65+","65+","65+"
"North West",76,2002,46973,"adults","65+","65+","65+","65+"
"North West",76,2003,46780,"adults","65+","65+","65+","65+"
"North West",76,2004,45978,"adults","65+","65+","65+","65+"
"North West",76,2005,46650,"adults","65+","65+","65+","65+"
"North West",76,2006,47705,"adults","65+","65+","65+","65+"
"North West",76,2007,47797,"adults","65+","65+","65+","65+"
"North West",76,2008,47428,"adults","65+","65+","65+","65+"
"North West",76,2009,46015,"adults","65+","65+","65+","65+"
"North West",76,2010,46668,"adults","65+","65+","65+","65+"
"North West",76,2011,48368,"adults","65+","65+","65+","65+"
"North West",76,2012,49862,"adults","65+","65+","65+","65+"
"North West",76,2013,50150,"adults","65+","65+","65+","65+"
"North West",76,2014,51978,"adults","65+","65+","65+","65+"
"North West",76,2015,51852,"adults","65+","65+","65+","65+"
"North West",76,2016,51406,"adults","65+","65+","65+","65+"
"North West",76,2017,49330,"adults","65+","65+","65+","65+"
"North West",76,2018,52284,"adults","65+","65+","65+","65+"
"North West",76,2019,56540,"adults","65+","65+","65+","65+"
"North West",76,2020,59345,"adults","65+","65+","65+","65+"
"North West",76,2021,57951,"adults","65+","65+","65+","65+"
"North West",76,2022,59145,"adults","65+","65+","65+","65+"
"North West",76,2023,78446,"adults","65+","65+","65+","65+"
"North West",76,2024,78446,"adults","65+","65+","65+","65+"
"North West",77,2001,44612,"adults","65+","65+","65+","65+"
"North West",77,2002,44000,"adults","65+","65+","65+","65+"
"North West",77,2003,44689,"adults","65+","65+","65+","65+"
"North West",77,2004,44512,"adults","65+","65+","65+","65+"
"North West",77,2005,43785,"adults","65+","65+","65+","65+"
"North West",77,2006,44586,"adults","65+","65+","65+","65+"
"North West",77,2007,45656,"adults","65+","65+","65+","65+"
"North West",77,2008,45866,"adults","65+","65+","65+","65+"
"North West",77,2009,45535,"adults","65+","65+","65+","65+"
"North West",77,2010,44180,"adults","65+","65+","65+","65+"
"North West",77,2011,44935,"adults","65+","65+","65+","65+"
"North West",77,2012,46673,"adults","65+","65+","65+","65+"
"North West",77,2013,48150,"adults","65+","65+","65+","65+"
"North West",77,2014,48456,"adults","65+","65+","65+","65+"
"North West",77,2015,50110,"adults","65+","65+","65+","65+"
"North West",77,2016,50082,"adults","65+","65+","65+","65+"
"North West",77,2017,49615,"adults","65+","65+","65+","65+"
"North West",77,2018,47647,"adults","65+","65+","65+","65+"
"North West",77,2019,50592,"adults","65+","65+","65+","65+"
"North West",77,2020,54497,"adults","65+","65+","65+","65+"
"North West",77,2021,57219,"adults","65+","65+","65+","65+"
"North West",77,2022,55936,"adults","65+","65+","65+","65+"
"North West",77,2023,56979,"adults","65+","65+","65+","65+"
"North West",77,2024,56979,"adults","65+","65+","65+","65+"
"North West",78,2001,42653,"adults","65+","65+","65+","65+"
"North West",78,2002,42198,"adults","65+","65+","65+","65+"
"North West",78,2003,41588,"adults","65+","65+","65+","65+"
"North West",78,2004,42253,"adults","65+","65+","65+","65+"
"North West",78,2005,42121,"adults","65+","65+","65+","65+"
"North West",78,2006,41654,"adults","65+","65+","65+","65+"
"North West",78,2007,42439,"adults","65+","65+","65+","65+"
"North West",78,2008,43535,"adults","65+","65+","65+","65+"
"North West",78,2009,43851,"adults","65+","65+","65+","65+"
"North West",78,2010,43611,"adults","65+","65+","65+","65+"
"North West",78,2011,42290,"adults","65+","65+","65+","65+"
"North West",78,2012,43014,"adults","65+","65+","65+","65+"
"North West",78,2013,44774,"adults","65+","65+","65+","65+"
"North West",78,2014,46283,"adults","65+","65+","65+","65+"
"North West",78,2015,46515,"adults","65+","65+","65+","65+"
"North West",78,2016,48268,"adults","65+","65+","65+","65+"
"North West",78,2017,48145,"adults","65+","65+","65+","65+"
"North West",78,2018,47660,"adults","65+","65+","65+","65+"
"North West",78,2019,45899,"adults","65+","65+","65+","65+"
"North West",78,2020,48559,"adults","65+","65+","65+","65+"
"North West",78,2021,52365,"adults","65+","65+","65+","65+"
"North West",78,2022,55148,"adults","65+","65+","65+","65+"
"North West",78,2023,53754,"adults","65+","65+","65+","65+"
"North West",78,2024,53754,"adults","65+","65+","65+","65+"
"North West",79,2001,43032,"adults","65+","65+","65+","65+"
"North West",79,2002,40111,"adults","65+","65+","65+","65+"
"North West",79,2003,39687,"adults","65+","65+","65+","65+"
"North West",79,2004,39154,"adults","65+","65+","65+","65+"
"North West",79,2005,39884,"adults","65+","65+","65+","65+"
"North West",79,2006,39722,"adults","65+","65+","65+","65+"
"North West",79,2007,39458,"adults","65+","65+","65+","65+"
"North West",79,2008,40273,"adults","65+","65+","65+","65+"
"North West",79,2009,41390,"adults","65+","65+","65+","65+"
"North West",79,2010,41774,"adults","65+","65+","65+","65+"
"North West",79,2011,41595,"adults","65+","65+","65+","65+"
"North West",79,2012,40511,"adults","65+","65+","65+","65+"
"North West",79,2013,40995,"adults","65+","65+","65+","65+"
"North West",79,2014,42857,"adults","65+","65+","65+","65+"
"North West",79,2015,44186,"adults","65+","65+","65+","65+"
"North West",79,2016,44575,"adults","65+","65+","65+","65+"
"North West",79,2017,46287,"adults","65+","65+","65+","65+"
"North West",79,2018,46045,"adults","65+","65+","65+","65+"
"North West",79,2019,45647,"adults","65+","65+","65+","65+"
"North West",79,2020,43742,"adults","65+","65+","65+","65+"
"North West",79,2021,46256,"adults","65+","65+","65+","65+"
"North West",79,2022,50090,"adults","65+","65+","65+","65+"
"North West",79,2023,52690,"adults","65+","65+","65+","65+"
"North West",79,2024,52690,"adults","65+","65+","65+","65+"
"North West",80,2001,42044,"adults","65+","65+","65+","65+"
"North West",80,2002,40115,"adults","65+","65+","65+","65+"
"North West",80,2003,37496,"adults","65+","65+","65+","65+"
"North West",80,2004,37099,"adults","65+","65+","65+","65+"
"North West",80,2005,36702,"adults","65+","65+","65+","65+"
"North West",80,2006,37429,"adults","65+","65+","65+","65+"
"North West",80,2007,37410,"adults","65+","65+","65+","65+"
"North West",80,2008,37206,"adults","65+","65+","65+","65+"
"North West",80,2009,38065,"adults","65+","65+","65+","65+"
"North West",80,2010,39212,"adults","65+","65+","65+","65+"
"North West",80,2011,39645,"adults","65+","65+","65+","65+"
"North West",80,2012,39483,"adults","65+","65+","65+","65+"
"North West",80,2013,38428,"adults","65+","65+","65+","65+"
"North West",80,2014,39048,"adults","65+","65+","65+","65+"
"North West",80,2015,40670,"adults","65+","65+","65+","65+"
"North West",80,2016,42113,"adults","65+","65+","65+","65+"
"North West",80,2017,42496,"adults","65+","65+","65+","65+"
"North West",80,2018,44086,"adults","65+","65+","65+","65+"
"North West",80,2019,43960,"adults","65+","65+","65+","65+"
"North West",80,2020,43181,"adults","65+","65+","65+","65+"
"North West",80,2021,41464,"adults","65+","65+","65+","65+"
"North West",80,2022,43925,"adults","65+","65+","65+","65+"
"North West",80,2023,47590,"adults","65+","65+","65+","65+"
"North West",80,2024,47590,"adults","65+","65+","65+","65+"
"North West",81,2001,38560,"adults","65+","65+","65+","65+"
"North West",81,2002,39032,"adults","65+","65+","65+","65+"
"North West",81,2003,37222,"adults","65+","65+","65+","65+"
"North West",81,2004,34808,"adults","65+","65+","65+","65+"
"North West",81,2005,34603,"adults","65+","65+","65+","65+"
"North West",81,2006,34305,"adults","65+","65+","65+","65+"
"North West",81,2007,35015,"adults","65+","65+","65+","65+"
"North West",81,2008,34988,"adults","65+","65+","65+","65+"
"North West",81,2009,34795,"adults","65+","65+","65+","65+"
"North West",81,2010,35843,"adults","65+","65+","65+","65+"
"North West",81,2011,37031,"adults","65+","65+","65+","65+"
"North West",81,2012,37397,"adults","65+","65+","65+","65+"
"North West",81,2013,37227,"adults","65+","65+","65+","65+"
"North West",81,2014,36369,"adults","65+","65+","65+","65+"
"North West",81,2015,36902,"adults","65+","65+","65+","65+"
"North West",81,2016,38446,"adults","65+","65+","65+","65+"
"North West",81,2017,39801,"adults","65+","65+","65+","65+"
"North West",81,2018,40202,"adults","65+","65+","65+","65+"
"North West",81,2019,41897,"adults","65+","65+","65+","65+"
"North West",81,2020,41445,"adults","65+","65+","65+","65+"
"North West",81,2021,40782,"adults","65+","65+","65+","65+"
"North West",81,2022,39270,"adults","65+","65+","65+","65+"
"North West",81,2023,41397,"adults","65+","65+","65+","65+"
"North West",81,2024,41397,"adults","65+","65+","65+","65+"
"North West",82,2001,26698,"adults","65+","65+","65+","65+"
"North West",82,2002,35333,"adults","65+","65+","65+","65+"
"North West",82,2003,35948,"adults","65+","65+","65+","65+"
"North West",82,2004,34220,"adults","65+","65+","65+","65+"
"North West",82,2005,32261,"adults","65+","65+","65+","65+"
"North West",82,2006,32024,"adults","65+","65+","65+","65+"
"North West",82,2007,31826,"adults","65+","65+","65+","65+"
"North West",82,2008,32551,"adults","65+","65+","65+","65+"
"North West",82,2009,32548,"adults","65+","65+","65+","65+"
"North West",82,2010,32545,"adults","65+","65+","65+","65+"
"North West",82,2011,33507,"adults","65+","65+","65+","65+"
"North West",82,2012,34622,"adults","65+","65+","65+","65+"
"North West",82,2013,34978,"adults","65+","65+","65+","65+"
"North West",82,2014,35040,"adults","65+","65+","65+","65+"
"North West",82,2015,34097,"adults","65+","65+","65+","65+"
"North West",82,2016,34601,"adults","65+","65+","65+","65+"
"North West",82,2017,36070,"adults","65+","65+","65+","65+"
"North West",82,2018,37381,"adults","65+","65+","65+","65+"
"North West",82,2019,37936,"adults","65+","65+","65+","65+"
"North West",82,2020,39125,"adults","65+","65+","65+","65+"
"North West",82,2021,38932,"adults","65+","65+","65+","65+"
"North West",82,2022,38248,"adults","65+","65+","65+","65+"
"North West",82,2023,36696,"adults","65+","65+","65+","65+"
"North West",82,2024,36696,"adults","65+","65+","65+","65+"
"North West",83,2001,21422,"adults","65+","65+","65+","65+"
"North West",83,2002,24566,"adults","65+","65+","65+","65+"
"North West",83,2003,32161,"adults","65+","65+","65+","65+"
"North West",83,2004,32788,"adults","65+","65+","65+","65+"
"North West",83,2005,31337,"adults","65+","65+","65+","65+"
"North West",83,2006,29747,"adults","65+","65+","65+","65+"
"North West",83,2007,29538,"adults","65+","65+","65+","65+"
"North West",83,2008,29323,"adults","65+","65+","65+","65+"
"North West",83,2009,30095,"adults","65+","65+","65+","65+"
"North West",83,2010,30177,"adults","65+","65+","65+","65+"
"North West",83,2011,30217,"adults","65+","65+","65+","65+"
"North West",83,2012,31023,"adults","65+","65+","65+","65+"
"North West",83,2013,31970,"adults","65+","65+","65+","65+"
"North West",83,2014,32586,"adults","65+","65+","65+","65+"
"North West",83,2015,32515,"adults","65+","65+","65+","65+"
"North West",83,2016,31735,"adults","65+","65+","65+","65+"
"North West",83,2017,32236,"adults","65+","65+","65+","65+"
"North West",83,2018,33613,"adults","65+","65+","65+","65+"
"North West",83,2019,34996,"adults","65+","65+","65+","65+"
"North West",83,2020,35265,"adults","65+","65+","65+","65+"
"North West",83,2021,36471,"adults","65+","65+","65+","65+"
"North West",83,2022,36437,"adults","65+","65+","65+","65+"
"North West",83,2023,35599,"adults","65+","65+","65+","65+"
"North West",83,2024,35599,"adults","65+","65+","65+","65+"
"North West",84,2001,21403,"adults","65+","65+","65+","65+"
"North West",84,2002,19305,"adults","65+","65+","65+","65+"
"North West",84,2003,22530,"adults","65+","65+","65+","65+"
"North West",84,2004,29041,"adults","65+","65+","65+","65+"
"North West",84,2005,29757,"adults","65+","65+","65+","65+"
"North West",84,2006,28497,"adults","65+","65+","65+","65+"
"North West",84,2007,27091,"adults","65+","65+","65+","65+"
"North West",84,2008,27032,"adults","65+","65+","65+","65+"
"North West",84,2009,26810,"adults","65+","65+","65+","65+"
"North West",84,2010,27696,"adults","65+","65+","65+","65+"
"North West",84,2011,27697,"adults","65+","65+","65+","65+"
"North West",84,2012,27772,"adults","65+","65+","65+","65+"
"North West",84,2013,28385,"adults","65+","65+","65+","65+"
"North West",84,2014,29572,"adults","65+","65+","65+","65+"
"North West",84,2015,29900,"adults","65+","65+","65+","65+"
"North West",84,2016,30087,"adults","65+","65+","65+","65+"
"North West",84,2017,29316,"adults","65+","65+","65+","65+"
"North West",84,2018,29637,"adults","65+","65+","65+","65+"
"North West",84,2019,31222,"adults","65+","65+","65+","65+"
"North West",84,2020,32040,"adults","65+","65+","65+","65+"
"North West",84,2021,32620,"adults","65+","65+","65+","65+"
"North West",84,2022,33676,"adults","65+","65+","65+","65+"
"North West",84,2023,33648,"adults","65+","65+","65+","65+"
"North West",84,2024,33648,"adults","65+","65+","65+","65+"
"North West",85,2001,20111,"adults","65+","65+","65+","65+"
"North West",85,2002,19068,"adults","65+","65+","65+","65+"
"North West",85,2003,17339,"adults","65+","65+","65+","65+"
"North West",85,2004,20403,"adults","65+","65+","65+","65+"
"North West",85,2005,25861,"adults","65+","65+","65+","65+"
"North West",85,2006,26817,"adults","65+","65+","65+","65+"
"North West",85,2007,25727,"adults","65+","65+","65+","65+"
"North West",85,2008,24463,"adults","65+","65+","65+","65+"
"North West",85,2009,24443,"adults","65+","65+","65+","65+"
"North West",85,2010,24383,"adults","65+","65+","65+","65+"
"North West",85,2011,25231,"adults","65+","65+","65+","65+"
"North West",85,2012,25346,"adults","65+","65+","65+","65+"
"North West",85,2013,25214,"adults","65+","65+","65+","65+"
"North West",85,2014,25954,"adults","65+","65+","65+","65+"
"North West",85,2015,26855,"adults","65+","65+","65+","65+"
"North West",85,2016,27235,"adults","65+","65+","65+","65+"
"North West",85,2017,27462,"adults","65+","65+","65+","65+"
"North West",85,2018,26860,"adults","65+","65+","65+","65+"
"North West",85,2019,27307,"adults","65+","65+","65+","65+"
"North West",85,2020,28335,"adults","65+","65+","65+","65+"
"North West",85,2021,29317,"adults","65+","65+","65+","65+"
"North West",85,2022,29947,"adults","65+","65+","65+","65+"
"North West",85,2023,30848,"adults","65+","65+","65+","65+"
"North West",85,2024,30848,"adults","65+","65+","65+","65+"
"North West",86,2001,19617,"adults","65+","65+","65+","65+"
"North West",86,2002,17717,"adults","65+","65+","65+","65+"
"North West",86,2003,16827,"adults","65+","65+","65+","65+"
"North West",86,2004,15330,"adults","65+","65+","65+","65+"
"North West",86,2005,18409,"adults","65+","65+","65+","65+"
"North West",86,2006,22916,"adults","65+","65+","65+","65+"
"North West",86,2007,23889,"adults","65+","65+","65+","65+"
"North West",86,2008,22995,"adults","65+","65+","65+","65+"
"North West",86,2009,21966,"adults","65+","65+","65+","65+"
"North West",86,2010,22049,"adults","65+","65+","65+","65+"
"North West",86,2011,22035,"adults","65+","65+","65+","65+"
"North West",86,2012,22690,"adults","65+","65+","65+","65+"
"North West",86,2013,22778,"adults","65+","65+","65+","65+"
"North West",86,2014,22877,"adults","65+","65+","65+","65+"
"North West",86,2015,23343,"adults","65+","65+","65+","65+"
"North West",86,2016,24273,"adults","65+","65+","65+","65+"
"North West",86,2017,24499,"adults","65+","65+","65+","65+"
"North West",86,2018,24781,"adults","65+","65+","65+","65+"
"North West",86,2019,24359,"adults","65+","65+","65+","65+"
"North West",86,2020,24445,"adults","65+","65+","65+","65+"
"North West",86,2021,25646,"adults","65+","65+","65+","65+"
"North West",86,2022,26623,"adults","65+","65+","65+","65+"
"North West",86,2023,27054,"adults","65+","65+","65+","65+"
"North West",86,2024,27054,"adults","65+","65+","65+","65+"
"North West",87,2001,17250,"adults","65+","65+","65+","65+"
"North West",87,2002,17142,"adults","65+","65+","65+","65+"
"North West",87,2003,15423,"adults","65+","65+","65+","65+"
"North West",87,2004,14713,"adults","65+","65+","65+","65+"
"North West",87,2005,13448,"adults","65+","65+","65+","65+"
"North West",87,2006,16468,"adults","65+","65+","65+","65+"
"North West",87,2007,20016,"adults","65+","65+","65+","65+"
"North West",87,2008,21067,"adults","65+","65+","65+","65+"
"North West",87,2009,20320,"adults","65+","65+","65+","65+"
"North West",87,2010,19598,"adults","65+","65+","65+","65+"
"North West",87,2011,19585,"adults","65+","65+","65+","65+"
"North West",87,2012,19697,"adults","65+","65+","65+","65+"
"North West",87,2013,20112,"adults","65+","65+","65+","65+"
"North West",87,2014,20395,"adults","65+","65+","65+","65+"
"North West",87,2015,20288,"adults","65+","65+","65+","65+"
"North West",87,2016,20851,"adults","65+","65+","65+","65+"
"North West",87,2017,21616,"adults","65+","65+","65+","65+"
"North West",87,2018,21705,"adults","65+","65+","65+","65+"
"North West",87,2019,22363,"adults","65+","65+","65+","65+"
"North West",87,2020,21488,"adults","65+","65+","65+","65+"
"North West",87,2021,21882,"adults","65+","65+","65+","65+"
"North West",87,2022,22976,"adults","65+","65+","65+","65+"
"North West",87,2023,23801,"adults","65+","65+","65+","65+"
"North West",87,2024,23801,"adults","65+","65+","65+","65+"
"North West",88,2001,14630,"adults","65+","65+","65+","65+"
"North West",88,2002,14798,"adults","65+","65+","65+","65+"
"North West",88,2003,14747,"adults","65+","65+","65+","65+"
"North West",88,2004,13175,"adults","65+","65+","65+","65+"
"North West",88,2005,12634,"adults","65+","65+","65+","65+"
"North West",88,2006,11642,"adults","65+","65+","65+","65+"
"North West",88,2007,14558,"adults","65+","65+","65+","65+"
"North West",88,2008,17236,"adults","65+","65+","65+","65+"
"North West",88,2009,18328,"adults","65+","65+","65+","65+"
"North West",88,2010,17806,"adults","65+","65+","65+","65+"
"North West",88,2011,17233,"adults","65+","65+","65+","65+"
"North West",88,2012,17252,"adults","65+","65+","65+","65+"
"North West",88,2013,17339,"adults","65+","65+","65+","65+"
"North West",88,2014,17764,"adults","65+","65+","65+","65+"
"North West",88,2015,17812,"adults","65+","65+","65+","65+"
"North West",88,2016,17861,"adults","65+","65+","65+","65+"
"North West",88,2017,18230,"adults","65+","65+","65+","65+"
"North West",88,2018,18813,"adults","65+","65+","65+","65+"
"North West",88,2019,19212,"adults","65+","65+","65+","65+"
"North West",88,2020,19415,"adults","65+","65+","65+","65+"
"North West",88,2021,18860,"adults","65+","65+","65+","65+"
"North West",88,2022,19218,"adults","65+","65+","65+","65+"
"North West",88,2023,20213,"adults","65+","65+","65+","65+"
"North West",88,2024,20213,"adults","65+","65+","65+","65+"
"North West",89,2001,11858,"adults","65+","65+","65+","65+"
"North West",89,2002,12413,"adults","65+","65+","65+","65+"
"North West",89,2003,12581,"adults","65+","65+","65+","65+"
"North West",89,2004,12523,"adults","65+","65+","65+","65+"
"North West",89,2005,11184,"adults","65+","65+","65+","65+"
"North West",89,2006,10788,"adults","65+","65+","65+","65+"
"North West",89,2007,9964,"adults","65+","65+","65+","65+"
"North West",89,2008,12769,"adults","65+","65+","65+","65+"
"North West",89,2009,14618,"adults","65+","65+","65+","65+"
"North West",89,2010,15827,"adults","65+","65+","65+","65+"
"North West",89,2011,15470,"adults","65+","65+","65+","65+"
"North West",89,2012,14929,"adults","65+","65+","65+","65+"
"North West",89,2013,14764,"adults","65+","65+","65+","65+"
"North West",89,2014,15225,"adults","65+","65+","65+","65+"
"North West",89,2015,15277,"adults","65+","65+","65+","65+"
"North West",89,2016,15457,"adults","65+","65+","65+","65+"
"North West",89,2017,15507,"adults","65+","65+","65+","65+"
"North West",89,2018,15646,"adults","65+","65+","65+","65+"
"North West",89,2019,16392,"adults","65+","65+","65+","65+"
"North West",89,2020,16273,"adults","65+","65+","65+","65+"
"North West",89,2021,16807,"adults","65+","65+","65+","65+"
"North West",89,2022,16429,"adults","65+","65+","65+","65+"
"North West",89,2023,16565,"adults","65+","65+","65+","65+"
"North West",89,2024,16565,"adults","65+","65+","65+","65+"
"North West",90,2001,41423,"adults","65+","65+","65+","65+"
"North West",90,2002,42152,"adults","65+","65+","65+","65+"
"North West",90,2003,43045,"adults","65+","65+","65+","65+"
"North West",90,2004,43848,"adults","65+","65+","65+","65+"
